@relation Nomao

@attribute c2 numeric
@attribute c3 numeric
@attribute c4 numeric
@attribute c5 numeric
@attribute c6 numeric
@attribute c7 numeric
@attribute c8 {s,n}
@attribute c9 {s,n}
@attribute c10 numeric
@attribute c11 numeric
@attribute c12 numeric
@attribute c13 numeric
@attribute c14 numeric
@attribute c15 numeric
@attribute c16 {m,s,n}
@attribute c17 {m,s,n}
@attribute c18 numeric
@attribute c19 numeric
@attribute c20 numeric
@attribute c21 numeric
@attribute c22 numeric
@attribute c23 numeric
@attribute c24 {m,s,n}
@attribute c25 {m,s,n}
@attribute c26 numeric
@attribute c27 numeric
@attribute c28 numeric
@attribute c29 numeric
@attribute c30 numeric
@attribute c31 numeric
@attribute c32 {m,s,n}
@attribute c33 {m,s,n}
@attribute c34 numeric
@attribute c35 numeric
@attribute c36 numeric
@attribute c37 numeric
@attribute c38 numeric
@attribute c39 numeric
@attribute c40 {m,s,n}
@attribute c41 {m,s,n}
@attribute c42 numeric
@attribute c43 numeric
@attribute c44 numeric
@attribute c45 numeric
@attribute c46 numeric
@attribute c47 numeric
@attribute c48 {m,s,n}
@attribute c49 {m,s,n}
@attribute c50 numeric
@attribute c51 numeric
@attribute c52 numeric
@attribute c53 numeric
@attribute c54 numeric
@attribute c55 numeric
@attribute c56 {s,m,n}
@attribute c57 {s,m,n}
@attribute c58 numeric
@attribute c59 numeric
@attribute c60 numeric
@attribute c61 numeric
@attribute c62 numeric
@attribute c63 numeric
@attribute c64 {n,s,m}
@attribute c65 {n,s,m}
@attribute c66 numeric
@attribute c67 numeric
@attribute c68 numeric
@attribute c69 numeric
@attribute c70 numeric
@attribute c71 numeric
@attribute c72 {s,n,m}
@attribute c73 {s,n,m}
@attribute c74 numeric
@attribute c75 numeric
@attribute c76 numeric
@attribute c77 numeric
@attribute c78 numeric
@attribute c79 numeric
@attribute c80 {s,n,m}
@attribute c81 {s,n,m}
@attribute c82 numeric
@attribute c83 numeric
@attribute c84 numeric
@attribute c85 numeric
@attribute c86 numeric
@attribute c87 numeric
@attribute c88 {s,m,n}
@attribute c89 {s,m,n}
@attribute c90 numeric
@attribute c91 numeric
@attribute c92 numeric
@attribute c93 {m,n,s}
@attribute c94 numeric
@attribute c95 numeric
@attribute c96 numeric
@attribute c97 {m,s,n}
@attribute c98 numeric
@attribute c99 numeric
@attribute c100 numeric
@attribute c101 {s,n,m}
@attribute c102 numeric
@attribute c103 numeric
@attribute c104 numeric
@attribute c105 {s,n,m}
@attribute c106 numeric
@attribute c107 numeric
@attribute c108 numeric
@attribute c109 {s,n,m}
@attribute c110 numeric
@attribute c111 numeric
@attribute c112 numeric
@attribute c113 {n,m,s}
@attribute c114 numeric
@attribute c115 numeric
@attribute c116 numeric
@attribute c117 {n,m,s}
@attribute c118 numeric
@attribute c119 numeric
@attribute class {1,-1}

@data
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.888889,0.888889,0.888889,0.888889,0.95122,0.863636,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.875,0.933333,0.933333,0.865385,0.882353,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.390476,0.074074,0,0.055556,n,n,1,1,1,1,1,1,s,s,0,0,0.8,0.5,0.8,0.5,n,n,0.25,0.2,0.494444,0.246914,0.458333,0.194444,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.428571,0.375,0.67,0.488889,0.695652,0.457627,n,n,0.428571,0.375,0.67,0.488889,0.695652,0.457627,n,n,0,0,0.8,0.5,0.8,0.5,n,n,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.002825,0.4,0.25,n,0.962582,0.444444,0.176471,n,0.984181,0.4,0.157895,n,0.962559,0.5,0.214286,n,0.984176,0.333333,0.176471,n,0.998234,0.998232,-1
0,0,0.261905,0.027778,0.105263,0.027027,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.993487,0.5,0.230769,n,0.992936,0.444444,0.25,n,1,0.999906,-1
0,0,0.3125,0.125,0.2,0.052632,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.25,0.2,0.361111,0.266667,0.238095,0.102564,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.571429,0.5,0.616667,0.56,0.609756,0.40678,n,n,0.714286,0.625,0.697222,0.666667,0.666667,0.465517,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.996909,0.6,0.25,n,0.998257,0.5,0.294118,n,0.996912,0.666667,0.285714,n,0.99829,0.555556,0.333333,n,0.999987,0.999987,-1
0,0,0.28125,0.125,0.25,0.043478,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.714286,0.769231,0.769231,0.657143,0.641026,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.333333,0.5,0.5,0.304348,0.363636,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,0.363636,0.533333,0.533333,0.487805,0.636364,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.75,0.6,0.733333,0.666667,0.642857,0.53125,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0.363636,0.090909,n,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.99996,0.875,0.5,n,0.999962,0.666667,0.428571,n,1,1,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.833333,0.966667,0.928571,0.974359,0.926829,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.998886,0.555556,0.266667,n,0.996437,0.555556,0.333333,n,1,0.999986,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.75,0.666667,0.897759,0.803922,0.854167,0.8,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999809,0.666667,0.357143,n,0.999991,0.6,0.375,n,0.999791,0.625,0.5,n,0.999928,0.777778,0.636364,n,1,1,1
1,0.5,0.666667,0.666667,0.384615,0.428571,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0.5,0.5,0.630769,0.583333,0.576923,0.451613,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.571429,0.571429,0.775,0.681633,0.707317,0.653061,n,n,0.857143,0.857143,0.928571,0.885714,0.97619,0.911111,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,0.5,0.5,0.25,n,0.999201,0.666667,0.25,n,0.99986,0.8,0.466667,n,?,?,?,m,?,?,?,m,0.999999,?,1
1,0.666667,0.8,0.8,0.642857,0.666667,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.8,0.571429,0.788462,0.733796,0.882353,0.777778,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.714286,0.714286,0.85034,0.809524,0.815789,0.707317,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999754,0.444444,0.25,n,0.999979,0.7,0.466667,n,?,?,?,m,?,?,?,m,1,?,1
1,0.666667,0.8,0.8,0.315789,0.7,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.833333,0.833333,0.833333,0.517241,0.8125,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999754,0.444444,0.25,n,0.999979,0.7,0.466667,n,1,1,1,s,1,1,1,s,1,1,1
1,0.8,0.888889,0.888889,0.8125,0.8125,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0.5,0.181818,0.391481,0.27451,0.234375,0.136986,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.875,0.933333,0.933333,0.925,0.921053,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.999963,0.666667,0.428571,n,0.999988,0.7,0.466667,n,0.998488,0.555556,0.266667,n,0.999541,0.666667,0.357143,n,1,0.999997,1
1,0.333333,0.5,0.5,0.368421,0.4,s,n,0,0,0.666667,0.444444,0.666667,0.444444,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.666667,0.825397,0.777778,0.829268,0.733333,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0.666667,0.4,0.714286,0.666667,0.47619,0.434783,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.714286,0.833333,0.833333,0.852941,0.878788,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.875,0.7,0.814815,0.805556,0.833333,0.830189,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.5,0.666667,0.333333,n,1,1,1,s,1,1,1,s,0.999933,0.666667,0.384615,n,0.999889,0.555556,0.333333,n,1,1,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.25,0.420455,0.363636,0.380952,0.348837,n,n,1,0.25,0.4,0.4,0.306122,0.410256,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,0.998327,0.444444,0.25,n,0.999274,0.7,0.3125,n,?,?,?,m,?,?,?,m,0.999997,?,1
0,0,0.177778,0,0.235294,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.8,0.888889,0.888889,0.916667,0.911765,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.000006,0.454545,0.263158,n,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
1,0.666667,0.8,0.8,0.657143,0.676471,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.571429,0.791209,0.683761,0.516129,0.641026,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.999876,0.75,0.454545,n,0.99999,0.75,0.545455,n,1,1,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.8,0.888889,0.888889,0.666667,0.675676,s,n,0.8,0.8,0.828571,0.828571,0.727273,0.586207,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.875,0.875,0.875,0.875,0.95122,0.866667,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.75,0.857143,0.857143,0.76,0.769231,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.755556,0.76087,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.1875,0,0.117647,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.4,0.571429,0.571429,0.454545,0.484848,s,n,1,0.333333,0.5,0.5,0.384615,0.410256,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,0.999981,0.666667,0.428571,n,0.999909,0.7,0.4,n,0.988616,0.384615,0.15,n,0.977309,0.307692,0.2,n,1,0.999329,1
0.5,0.5,0.571429,0.5,0.307692,0.388889,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.5,0.666667,0.666667,0.482759,0.5,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.896552,0.896552,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.8,0.888889,0.888889,0.902439,0.9,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.571429,0.5,0.64,0.563399,0.428571,0.382353,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.999716,0.7,0.333333,n,0.999937,0.6,0.285714,n,0.997246,0.266667,0.111111,n,0.999251,0.615385,0.2,n,1,0.999992,1
0,0,0.125714,0.036364,0.136364,0.027027,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.2,0.333333,0.333333,0.137931,0.166667,s,n,1,0.4,0.571429,0.571429,0.421053,0.435897,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.985337,0.444444,0.1875,n,0.991705,0.4,0.222222,n,0.99939,0.666667,0.266667,n,0.999312,0.6,0.3125,n,0.999709,0.999999,-1
1,0.75,0.857143,0.857143,0.652174,0.666667,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.285714,0.153846,0.285714,0.153846,n,n,0.857143,0.75,0.888889,0.819048,0.575,0.717949,n,n,0.714286,0.625,0.783333,0.72381,0.83871,0.8,n,n,0,0,0.4375,0.214286,0.666667,0.272727,n,n,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.95401,0.5,0.117647,n,0.978469,0.4,0.166667,n,?,?,?,m,?,?,?,m,0.9972,?,1
0,0,0.29,0.126667,0.266667,0.08,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.8,0.888889,0.888889,0.8125,0.823529,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.75,0.844444,0.833333,0.8,0.775,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.267857,0,0.153846,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.8,0.571429,0.807692,0.776389,0.882353,0.805556,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.175,0,0.105263,0,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.192744,0.025974,0.166667,0.027027,n,n,?,?,?,?,?,?,m,m,0,0,0.714286,0.5,0.714286,0.5,n,n,1,1,1,1,1,1,s,s,0.333333,0.285714,0.521368,0.398601,0.564103,0.322034,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.99994,0.857143,0.666667,n,0.9993,0.571429,0.333333,n,1,1,-1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.833333,0.866667,0.861111,0.783784,0.74359,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.207792,0,0.208333,0,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.31746,0.064286,0.25,0.071429,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.714286,0.625,0.772487,0.688095,0.707317,0.509434,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
0.5,0.5,0.625,0.5,0.363636,0.428571,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.857143,0.885714,0.880952,0.833333,0.8,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.999703,0.666667,0.333333,n,0.999796,0.6,0.3125,n,0.999683,0.555556,0.357143,n,0.999883,0.8,0.4,n,1,1,1
0,0,0.161515,0,0.170213,0,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.5,0.333333,0.485714,0.4,0.611111,0.384615,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.6,0.5,0.658009,0.590909,0.710526,0.543478,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1
0,0,0.142857,0.02381,0.060606,0.025641,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.857143,0.904762,0.877551,0.945946,0.853659,n,n,0.714286,0.714286,0.809524,0.770408,0.853659,0.73913,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,m,?,?,?,m,0.083333,0.6,0.333333,n,0.999495,0.555556,0.25,n,0.999212,0.6,0.375,n,?,?,?,m,?,?,?,m,0.999999,?,-1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.333333,0.285714,0.415598,0.317949,0.395349,0.262295,n,n,0.666667,0.333333,0.569444,0.5,0.393939,0.447368,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,m,?,?,?,m,?,?,?,n,0.992811,0.555556,0.285714,n,0.9905,0.4,0.266667,n,0.985051,0.444444,0.2,n,0.990346,0.666667,0.285714,n,0.999856,0.999675,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.875,0.875,0.875,0.875,0.607843,0.790698,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.133929,0,0.125,0,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.991104,0.375,0.153846,n,0.997094,0.666667,0.333333,n,1,0.999911,-1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.888889,0.888889,0.888889,0.888889,0.72,0.882353,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.888889,0.888889,0.888889,0.888889,0.74,0.849057,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,0.999962,0.666667,0.428571,n,0.99991,0.7,0.375,n,?,?,?,m,?,?,?,m,1,?,1
0.666667,0.571429,0.694872,0.625641,0.72549,0.546875,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.013699,0.8,0.571429,n,1,1,1,s,?,?,?,n,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,-1
0.5,0.333333,0.457143,0.426667,0.529412,0.32,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.8,0.8,0.933333,0.9,0.935484,0.870968,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.999917,0.555556,0.357143,n,0.999045,0.6,0.266667,n,?,?,?,m,?,?,?,m,0.999999,?,-1
