@relation bank-full-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0

@attribute age numeric
@attribute job {management,technician,entrepreneur,blue-collar,unknown,retired,admin.,services,self-employed,unemployed,housemaid,student}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute class {no,yes}

@data
60,management,married,secondary,no,358,no,no,unknown,18,jun,74,2,-1,0,unknown,no
34,self-employed,single,unknown,no,687,yes,no,cellular,14,may,99,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,53,yes,no,unknown,16,may,258,2,-1,0,unknown,no
34,services,married,secondary,no,302,yes,no,unknown,7,may,124,1,-1,0,unknown,no
47,admin.,married,secondary,no,4480,no,no,telephone,19,nov,60,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,1343,3,-1,0,unknown,yes
32,entrepreneur,married,secondary,no,126,yes,yes,cellular,23,jul,538,2,-1,0,unknown,no
34,technician,married,tertiary,no,2656,yes,no,cellular,24,jul,302,1,-1,0,unknown,no
29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no
57,management,married,secondary,no,39,yes,no,cellular,15,may,114,2,-1,0,unknown,no
60,admin.,married,secondary,no,7336,no,no,cellular,31,mar,494,1,-1,0,unknown,no
52,management,married,tertiary,no,261,yes,no,unknown,12,jun,437,2,-1,0,unknown,no
44,self-employed,married,secondary,no,313,no,no,cellular,6,aug,211,4,-1,0,unknown,no
53,technician,married,secondary,no,163,yes,yes,cellular,24,nov,108,1,-1,0,unknown,no
49,technician,married,unknown,no,1359,no,no,cellular,17,apr,119,3,-1,0,unknown,no
38,management,married,secondary,no,-323,yes,no,unknown,9,jun,250,1,-1,0,unknown,no
55,management,divorced,tertiary,no,407,yes,yes,cellular,25,aug,65,8,-1,0,unknown,no
28,management,single,secondary,no,311,yes,no,unknown,20,jun,23,13,-1,0,unknown,no
37,blue-collar,single,tertiary,no,3649,yes,no,cellular,15,apr,623,2,146,4,failure,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,7,jul,199,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,129,3,-1,0,unknown,no
58,management,married,tertiary,no,138,yes,yes,cellular,6,aug,107,4,-1,0,unknown,no
23,admin.,single,secondary,no,1358,no,no,cellular,27,may,237,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,121,yes,no,cellular,24,jul,241,2,-1,0,unknown,no
35,technician,single,tertiary,no,354,yes,no,cellular,13,aug,274,1,-1,0,unknown,no
38,technician,single,secondary,no,2079,yes,yes,unknown,29,may,122,1,-1,0,unknown,no
36,services,married,secondary,no,2153,no,no,unknown,11,jun,181,2,-1,0,unknown,no
56,management,married,primary,no,17,yes,no,cellular,15,jul,123,4,-1,0,unknown,no
30,admin.,married,secondary,no,1081,no,no,cellular,16,jul,222,2,-1,0,unknown,no
41,admin.,married,secondary,no,351,yes,no,unknown,5,may,518,1,-1,0,unknown,no
39,services,married,secondary,no,27,no,yes,cellular,7,jul,290,1,-1,0,unknown,no
29,self-employed,married,tertiary,yes,0,yes,yes,unknown,5,jun,399,3,-1,0,unknown,no
30,management,married,secondary,no,11391,yes,no,cellular,20,nov,319,1,105,2,other,no
50,admin.,married,secondary,no,159,yes,no,unknown,7,may,216,2,-1,0,unknown,no
34,admin.,married,secondary,no,19,yes,yes,cellular,13,oct,98,1,-1,0,unknown,no
39,technician,single,secondary,no,4380,no,no,telephone,9,jul,87,8,-1,0,unknown,no
30,technician,single,secondary,no,54,no,no,cellular,11,aug,194,2,-1,0,unknown,no
27,services,single,secondary,no,0,yes,no,unknown,7,may,388,7,-1,0,unknown,no
36,technician,married,secondary,no,25,no,no,cellular,27,aug,127,4,-1,0,unknown,no
29,blue-collar,married,primary,no,1101,yes,yes,unknown,28,may,165,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,170,1,-1,0,unknown,no
32,services,married,secondary,no,1844,yes,yes,cellular,17,jul,168,6,-1,0,unknown,no
36,management,single,tertiary,no,1496,yes,no,cellular,18,may,40,1,269,4,failure,no
41,technician,married,secondary,no,305,yes,yes,cellular,10,jul,61,4,-1,0,unknown,no
42,blue-collar,married,primary,no,530,no,no,unknown,11,jun,850,8,-1,0,unknown,no
63,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,unknown,yes
34,blue-collar,single,secondary,no,20,yes,yes,cellular,18,nov,262,2,-1,0,unknown,no
37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,no
27,technician,single,secondary,no,405,no,no,cellular,26,may,256,1,-1,0,unknown,no
33,unemployed,single,tertiary,no,4874,no,no,telephone,22,feb,363,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,153,yes,no,cellular,18,nov,645,2,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,627,no,no,cellular,20,nov,486,2,-1,0,unknown,no
39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,unknown,yes
36,management,single,tertiary,no,335,no,no,unknown,10,oct,5,1,772,4,failure,no
72,retired,married,secondary,no,4130,no,no,cellular,12,nov,427,1,-1,0,unknown,no
26,services,single,secondary,no,0,no,no,cellular,29,jul,165,23,-1,0,unknown,no
25,unemployed,married,tertiary,no,118,no,yes,telephone,10,jul,45,1,-1,0,unknown,no
60,retired,married,secondary,no,2674,no,no,cellular,14,jul,96,2,-1,0,unknown,no
33,technician,single,tertiary,no,1393,yes,no,cellular,18,jul,1127,3,-1,0,unknown,yes
33,blue-collar,married,secondary,no,-63,yes,no,cellular,15,may,126,2,350,1,failure,no
48,management,married,tertiary,no,2218,yes,no,unknown,13,may,43,2,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,1,no,no,unknown,16,jun,66,5,-1,0,unknown,no
36,blue-collar,married,secondary,no,382,yes,no,cellular,6,apr,254,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,714,yes,no,unknown,23,may,254,1,-1,0,unknown,no
31,technician,married,secondary,no,-302,no,no,cellular,13,aug,195,2,-1,0,unknown,no
57,retired,married,tertiary,no,29,no,no,telephone,10,jul,532,2,-1,0,unknown,no
53,management,married,tertiary,no,0,no,no,cellular,26,aug,240,2,-1,0,unknown,no
49,self-employed,divorced,tertiary,no,3293,no,no,cellular,24,may,260,1,77,9,failure,no
46,services,married,secondary,no,1757,yes,no,unknown,14,may,380,4,-1,0,unknown,no
32,self-employed,divorced,tertiary,no,745,yes,yes,cellular,31,jul,11,20,-1,0,unknown,no
58,blue-collar,married,secondary,no,1298,yes,no,unknown,29,may,516,4,-1,0,unknown,no
46,admin.,divorced,secondary,no,1198,yes,yes,cellular,7,apr,837,1,307,1,other,no
38,blue-collar,married,secondary,no,566,yes,yes,telephone,17,apr,318,2,332,6,other,no
34,technician,married,secondary,no,-126,yes,no,cellular,17,apr,292,2,-1,0,unknown,no
30,admin.,married,secondary,no,667,yes,no,unknown,2,jun,154,2,-1,0,unknown,no
28,technician,single,secondary,no,216,yes,no,unknown,13,may,66,1,-1,0,unknown,no
52,blue-collar,single,unknown,no,1785,no,no,cellular,3,feb,168,2,-1,0,unknown,no
32,technician,single,tertiary,yes,0,no,no,cellular,19,nov,122,2,-1,0,unknown,no
34,management,married,tertiary,no,520,yes,no,cellular,12,aug,1307,4,-1,0,unknown,yes
32,services,single,secondary,no,72,no,no,cellular,28,jul,88,9,-1,0,unknown,no
40,technician,married,secondary,no,1259,no,no,unknown,20,may,234,5,-1,0,unknown,no
37,blue-collar,married,secondary,no,965,yes,no,cellular,28,jul,119,4,-1,0,unknown,no
44,services,married,secondary,no,182,yes,yes,cellular,7,jul,209,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,328,yes,no,cellular,13,may,484,3,364,1,other,no
37,technician,married,tertiary,no,183,yes,no,cellular,29,jan,51,1,258,1,failure,no
43,management,single,tertiary,no,359,yes,no,telephone,12,may,899,3,-1,0,unknown,no
36,blue-collar,married,primary,no,856,yes,no,cellular,31,jul,39,10,-1,0,unknown,no
77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,-1,0,unknown,yes
28,services,married,secondary,no,376,no,yes,telephone,29,jul,49,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,-430,yes,no,cellular,19,nov,298,2,-1,0,unknown,no
39,unemployed,divorced,secondary,no,6322,no,no,unknown,8,may,184,1,-1,0,unknown,no
32,technician,single,secondary,no,40,no,no,cellular,8,aug,419,2,-1,0,unknown,yes
25,technician,divorced,tertiary,no,174,no,yes,unknown,27,may,350,4,-1,0,unknown,no
38,management,married,tertiary,no,1276,no,no,cellular,17,may,272,2,182,3,success,yes
35,blue-collar,married,secondary,no,53,yes,no,unknown,16,may,258,2,-1,0,unknown,no
56,retired,married,secondary,no,646,no,no,cellular,11,aug,164,2,-1,0,unknown,no
38,technician,married,secondary,no,6,yes,no,unknown,26,may,113,4,-1,0,unknown,no
53,retired,single,secondary,no,1846,no,no,unknown,11,jun,95,1,-1,0,unknown,no
33,management,single,tertiary,no,8514,no,no,cellular,20,aug,131,1,-1,0,unknown,no
30,services,divorced,secondary,no,-94,yes,no,cellular,14,jul,41,2,-1,0,unknown,no
54,technician,married,secondary,no,658,no,no,cellular,12,aug,398,4,-1,0,unknown,no
22,student,single,secondary,no,722,yes,no,cellular,2,apr,108,1,-1,0,unknown,no
49,entrepreneur,married,primary,no,-63,yes,no,unknown,14,may,416,2,-1,0,unknown,no
37,services,single,secondary,no,23,yes,no,cellular,28,jun,197,1,182,1,failure,no
33,management,divorced,tertiary,no,312,yes,yes,cellular,13,may,23,1,359,3,failure,no
44,services,single,secondary,no,532,yes,no,cellular,15,may,550,2,340,2,failure,no
28,student,single,secondary,no,101,no,no,cellular,28,jan,90,1,-1,0,unknown,no
40,technician,divorced,secondary,no,0,no,no,cellular,19,aug,60,2,-1,0,unknown,no
53,management,married,tertiary,no,232,yes,no,telephone,29,jan,32,1,-1,0,unknown,no
60,retired,divorced,primary,no,2516,no,no,telephone,4,feb,157,1,-1,0,unknown,no
40,technician,single,secondary,no,641,no,no,cellular,16,jul,156,6,-1,0,unknown,no
37,blue-collar,married,primary,no,20,no,yes,telephone,15,jul,469,4,-1,0,unknown,no
31,admin.,single,secondary,no,1270,yes,no,cellular,14,may,291,1,364,1,other,no
56,services,single,secondary,no,699,yes,no,cellular,20,apr,193,1,-1,0,unknown,no
70,retired,divorced,primary,no,4531,no,no,cellular,18,may,445,1,-1,0,unknown,no
48,entrepreneur,married,primary,no,2675,no,no,cellular,20,nov,123,1,-1,0,unknown,no
27,management,single,primary,yes,13,no,no,cellular,30,jan,475,3,-1,0,unknown,yes
35,technician,single,secondary,no,1717,no,no,cellular,14,aug,206,2,-1,0,unknown,no
49,blue-collar,divorced,primary,no,235,no,no,cellular,29,jan,626,1,-1,0,unknown,no
27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,yes
38,management,married,tertiary,no,950,no,no,cellular,5,aug,210,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,0,no,no,unknown,18,jun,26,7,-1,0,unknown,no
39,self-employed,married,secondary,no,31,yes,no,cellular,20,nov,61,2,181,4,failure,no
26,student,single,secondary,no,1346,no,no,cellular,29,jan,383,2,-1,0,unknown,no
49,management,single,tertiary,no,1093,yes,no,cellular,18,nov,152,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,144,yes,no,cellular,17,apr,370,3,-1,0,unknown,no
47,blue-collar,married,primary,no,3038,yes,no,cellular,14,jul,151,2,-1,0,unknown,no
33,housemaid,married,primary,no,212,yes,no,cellular,11,jul,260,2,-1,0,unknown,no
47,housemaid,divorced,secondary,no,1361,no,no,cellular,19,aug,59,3,-1,0,unknown,no
57,admin.,divorced,primary,no,1,no,no,unknown,15,may,17,10,-1,0,unknown,no
55,blue-collar,single,secondary,no,923,no,no,cellular,31,jul,841,4,-1,0,unknown,no
31,management,married,tertiary,no,2984,no,no,cellular,22,apr,343,5,-1,0,unknown,no
53,management,divorced,tertiary,no,195,yes,no,unknown,29,may,217,1,-1,0,unknown,no
30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,unknown,yes
37,technician,married,secondary,no,316,yes,no,unknown,8,may,238,1,-1,0,unknown,no
32,self-employed,single,secondary,no,356,yes,no,cellular,27,aug,511,6,-1,0,unknown,no
51,technician,married,secondary,no,12061,yes,no,cellular,17,nov,150,1,188,1,failure,no
39,services,divorced,secondary,no,229,yes,no,cellular,4,feb,238,1,-1,0,unknown,no
32,admin.,married,secondary,no,923,yes,no,cellular,17,apr,819,4,-1,0,unknown,no
50,technician,divorced,secondary,no,0,yes,no,cellular,14,may,109,3,92,3,failure,no
46,services,married,secondary,no,678,no,no,cellular,7,aug,96,3,-1,0,unknown,no
33,services,single,secondary,no,1659,yes,no,cellular,18,may,133,2,353,6,failure,no
77,retired,married,primary,no,2590,no,no,telephone,12,aug,345,1,178,20,failure,yes
37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success,yes
56,management,divorced,tertiary,no,1016,yes,no,unknown,9,jun,184,5,-1,0,unknown,no
33,blue-collar,married,primary,no,211,yes,no,unknown,12,may,172,2,-1,0,unknown,no
58,admin.,married,primary,no,1119,no,no,cellular,6,apr,122,4,341,2,failure,no
36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,may,222,2,-1,0,unknown,no
49,entrepreneur,married,secondary,no,2655,no,no,cellular,17,nov,63,1,-1,0,unknown,no
57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown,yes
34,technician,single,secondary,no,49,no,no,cellular,7,may,393,1,351,1,failure,no
33,management,married,secondary,yes,7,no,yes,cellular,20,aug,239,2,-1,0,unknown,no
40,self-employed,married,secondary,no,256,no,no,unknown,18,jun,30,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,627,no,no,cellular,20,nov,486,2,-1,0,unknown,no
61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success,yes
30,management,married,tertiary,no,860,yes,no,cellular,20,apr,185,1,-1,0,unknown,no
38,technician,married,tertiary,no,940,no,no,cellular,12,aug,191,7,-1,0,unknown,no
49,blue-collar,married,unknown,no,154,yes,no,unknown,5,may,357,1,-1,0,unknown,no
60,admin.,married,secondary,no,4120,yes,yes,unknown,30,may,422,2,-1,0,unknown,no
33,technician,single,secondary,no,810,yes,no,unknown,27,may,133,1,-1,0,unknown,no
28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,254,3,142,6,success,yes
36,housemaid,married,primary,no,4324,yes,no,cellular,18,nov,139,4,127,4,failure,no
39,management,married,tertiary,no,661,yes,no,unknown,3,jun,220,3,-1,0,unknown,no
27,technician,single,secondary,no,357,yes,no,unknown,29,may,382,3,-1,0,unknown,no
35,management,married,tertiary,yes,8,yes,no,cellular,22,jul,56,3,-1,0,unknown,no
50,management,married,tertiary,no,2366,no,no,cellular,28,jan,816,2,149,1,other,yes
54,management,married,tertiary,no,154,no,no,unknown,9,may,155,3,-1,0,unknown,no
34,unemployed,married,tertiary,no,822,no,no,unknown,1,aug,11,1,-1,0,unknown,no
35,technician,married,secondary,no,1057,yes,no,cellular,21,jul,144,2,-1,0,unknown,no
26,services,single,tertiary,no,130,yes,no,cellular,14,may,24,7,302,1,failure,no
33,management,single,tertiary,no,2364,no,no,cellular,17,may,508,1,-1,0,unknown,yes
57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown,no
49,blue-collar,divorced,primary,no,0,yes,no,cellular,6,may,305,1,281,2,failure,no
42,technician,single,secondary,no,2036,yes,no,cellular,19,nov,259,2,-1,0,unknown,no
46,technician,married,secondary,no,2045,yes,no,cellular,21,nov,281,2,-1,0,unknown,no
59,retired,divorced,primary,no,2516,no,no,unknown,17,jun,404,1,-1,0,unknown,no
31,technician,married,secondary,no,251,no,yes,cellular,29,aug,156,2,-1,0,unknown,no
39,entrepreneur,divorced,tertiary,no,0,no,no,cellular,16,apr,561,3,-1,0,unknown,no
48,technician,married,tertiary,no,648,no,no,cellular,14,aug,85,2,-1,0,unknown,no
42,self-employed,single,secondary,no,429,no,no,cellular,28,jan,96,2,-1,0,unknown,no
38,services,married,primary,no,175,no,no,unknown,17,jun,132,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,-84,yes,yes,cellular,29,jul,63,5,-1,0,unknown,no
48,blue-collar,married,secondary,no,5241,yes,no,unknown,29,may,158,1,-1,0,unknown,no
49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,may,513,1,-1,0,unknown,yes
55,admin.,married,secondary,no,51,no,no,cellular,20,aug,94,2,-1,0,unknown,no
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no
32,self-employed,single,tertiary,no,-98,no,yes,cellular,21,nov,157,2,-1,0,unknown,no
38,admin.,divorced,secondary,no,4630,yes,no,unknown,3,jun,133,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,8594,yes,no,unknown,28,may,181,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,300,yes,yes,unknown,19,may,126,3,-1,0,unknown,no
31,admin.,single,secondary,no,430,yes,no,cellular,15,apr,103,2,-1,0,unknown,no
25,management,single,tertiary,no,436,no,no,cellular,30,apr,132,2,-1,0,unknown,no
29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown,no
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,1,94,1,success,yes
27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,yes
31,technician,divorced,secondary,no,304,no,no,cellular,2,feb,133,2,-1,0,unknown,no
58,blue-collar,married,primary,no,1357,yes,no,unknown,13,may,150,2,-1,0,unknown,no
45,admin.,married,secondary,no,825,no,no,unknown,19,jun,140,1,-1,0,unknown,no
33,management,single,tertiary,no,370,no,no,cellular,23,jul,141,1,-1,0,unknown,no
54,blue-collar,married,primary,no,428,yes,no,cellular,8,may,311,1,-1,0,unknown,no
50,technician,divorced,secondary,no,396,no,no,unknown,20,jun,716,2,-1,0,unknown,yes
41,technician,divorced,secondary,no,88,no,no,cellular,29,aug,88,2,-1,0,unknown,no
34,management,single,tertiary,no,138,yes,no,cellular,18,may,191,5,-1,0,unknown,no
38,management,married,tertiary,no,162,yes,no,cellular,21,nov,143,1,-1,0,unknown,no
44,management,married,secondary,no,1103,no,no,cellular,20,nov,82,1,-1,0,unknown,no
30,management,single,secondary,no,-383,yes,no,cellular,18,may,170,1,-1,0,unknown,no
35,technician,single,secondary,no,344,no,no,cellular,27,aug,519,16,-1,0,unknown,yes
25,student,single,secondary,no,548,no,yes,cellular,16,jun,281,1,-1,0,unknown,no
34,technician,married,tertiary,no,23076,no,no,cellular,26,may,243,2,35,6,other,yes
30,admin.,single,tertiary,no,41,yes,no,cellular,15,feb,68,4,186,2,success,no
31,technician,single,unknown,no,694,yes,no,unknown,6,jun,431,2,-1,0,unknown,no
30,entrepreneur,married,tertiary,no,93,yes,no,cellular,6,feb,146,4,-1,0,unknown,no
44,unemployed,married,secondary,yes,-505,yes,no,unknown,3,jun,113,11,-1,0,unknown,no
60,blue-collar,married,secondary,no,751,yes,no,unknown,14,may,115,3,-1,0,unknown,no
29,admin.,married,secondary,no,-193,no,no,cellular,18,jul,126,2,-1,0,unknown,no
54,management,married,tertiary,no,6525,yes,no,cellular,17,apr,231,1,149,4,failure,no
51,blue-collar,married,primary,no,720,no,no,cellular,7,jul,160,5,-1,0,unknown,no
49,entrepreneur,married,tertiary,no,763,no,no,cellular,21,nov,129,4,-1,0,unknown,no
55,blue-collar,divorced,primary,no,962,no,yes,telephone,28,jan,88,2,-1,0,unknown,no
40,management,married,secondary,no,394,yes,no,cellular,16,jul,60,5,-1,0,unknown,no
30,blue-collar,single,secondary,no,397,yes,no,unknown,28,may,536,7,-1,0,unknown,no
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,290,1,-1,0,unknown,yes
27,services,single,secondary,no,1347,no,no,telephone,28,dec,824,1,193,11,success,yes
27,admin.,married,secondary,no,3415,no,no,cellular,9,oct,266,3,184,1,success,yes
28,technician,single,secondary,no,-9,yes,yes,unknown,9,may,175,5,-1,0,unknown,no
33,management,married,secondary,no,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown,no
44,services,divorced,secondary,no,20,no,no,unknown,9,jun,98,1,-1,0,unknown,no
33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563,5,-1,0,unknown,yes
39,blue-collar,married,primary,no,1564,no,no,unknown,17,jun,57,1,-1,0,unknown,no
38,services,married,secondary,no,5293,yes,no,cellular,21,nov,1199,3,155,3,other,no
29,services,married,secondary,no,376,no,yes,telephone,28,jan,49,3,183,4,failure,no
28,admin.,married,secondary,no,642,yes,no,cellular,3,feb,481,2,-1,0,unknown,no
51,housemaid,married,primary,no,492,yes,no,unknown,20,may,142,3,-1,0,unknown,no
49,management,married,tertiary,no,2187,no,no,cellular,25,nov,92,2,-1,0,unknown,no
32,admin.,single,secondary,yes,-17,no,no,unknown,9,jul,85,5,-1,0,unknown,no
44,admin.,divorced,secondary,no,397,yes,yes,cellular,16,feb,127,1,257,1,other,yes
28,technician,single,secondary,no,584,yes,no,cellular,13,may,354,1,370,2,failure,no
35,blue-collar,married,primary,no,234,no,no,unknown,11,jun,88,5,-1,0,unknown,no
49,admin.,single,secondary,no,275,no,no,unknown,8,may,14,1,-1,0,unknown,no
53,blue-collar,married,primary,no,880,no,no,cellular,31,jul,207,4,-1,0,unknown,no
45,blue-collar,married,unknown,no,550,no,yes,unknown,20,jun,97,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,8545,yes,yes,cellular,20,nov,175,1,-1,0,unknown,no
32,technician,married,secondary,no,782,yes,no,unknown,26,may,116,4,-1,0,unknown,no
